,Remittance-receiving country (across)                                                              -                                                 Remittance-sending country (down) ,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,"Egypt, Arab Rep.",El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Fiji,Finland,France,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,HongKong,Hungary,Iceland,India,Indonesia,"Iran, Islamic Rep.",Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Dem. Rep.",Korea,Kosovo,Kuwait,Kyrgyz Republic,Lao PDR,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macao SAR, China","Macedonia, FYR",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,"Micronesia, Fed. Sts.",Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russian Federation,Rwanda,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Martin (French part),St. Vincent and the Grenadines,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,"Venezuela, RB",Vietnam,Virgin Islands (U.S.),West Bank and Gaza,"Yemen, Rep.",Zambia,Zimbabwe,World
99,Kiribati,0,0,0,0,0,0,0,0,0,0,0.556349087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151927247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023237865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.954987015,0,0,0,0.019259333,0.355561116,0,0,0,0,0,0,0,0,0,0,2.061321663
100,"Korea, Dem. Rep.",0,0,0,0,0,0,0,0,0,0,0.815699789,0,0,0,0,0.168134321,0,0,0,0,0,0,0,0,0,0,3.655006742,0,0,0,0,0,0,0,0.315253075,0,0,0,0,0,149.9979459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080190647,0,0,1.188708048,2.426540153,0,0,0,0,0,0,0,0.755548823,0,0,0,0,0,12.30708829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161791485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396735082,0,0,0,0,0.865872815,11.04345319,0,0,0,0,0,0.083978262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.490957501,0,0,0,0,0,0,0,0,0,0,0,0,2.976734437,0,0,0,0,0,0,0,0,0,0,0,0,0.257374717,2.052745281,0,0,0,0,2.231114179,0,0,0,0,0,192.2708728
101,Korea,0,0,0,0,0,0,0,0,0,0,22.50913111,0,0,0,0,21.67141386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.405166439,0,18.37137295,0,0,0,0,0,3958.002129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.79368677,0,0,0,0,7.738425972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.9853291,71.40972935,0,0,0,0,0,0,0,90.23411652,0,0.114133783,0,0,0,0,0,0,6.298801224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.25347861,0,0,0,1.211545881,0,33.25587099,0,0,1.289971727,0,0,31.36503033,0,0,0,35.42901666,0,0,0,0,0,235.0448398,0,0,0,0,0,3.047134861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.914274433,0,0,83.33475638,0,0,0,0,0,0,0,0,0,0,0,0,207.5579359,0,0,0,0,0,0,0,0,0,0,0,0,4.507559236,148.4612365,0,0,0,0,517.8797047,0,0,0,0,0,5661.085792
102,Kosovo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Kuwait,0.295157175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705.1693742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2620.266093,0,0,0,0,4.595743561,0,0,0,33.35197122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4173.441431,201.0519149,40.84459163,0,0,0,0,0,0,0,224.4878091,0,0,0,0,0,0,0,0,0,0,66.00489188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.254412076,0,0,0,233.5696739,1.245747862,0,0,0,0,41.0778584,0,0,0,1067.399631,0,0,0,0,0,874.9166582,0,0,0,4.62531329,0,0,0,0,0,0,2.018354311,0,0,0,0,0,0,0,0,0,0,0,0,0,122.1589422,0,0,0,0,5.623117418,0,0,0,0,76.04995482,0,0,17.65708384,0,0,0,0,4.555655148,4.615588189,0,0,0,0,0,0,8.080042488,8.475666119,0,0,0,0,0,0,11.46264637,158.1229837,0,0,10717.41831
104,Kyrgyz Republic,0,0,0,0,0,0,0,0,3.994379117,0,0,0,2.501621191,0,0,0,0,6.021563063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.645345459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.548139295,0,0,0,0.328172279,0,0,0,0,6.584030575,8.098911654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01417944,0,0,0,0.620585402,0,0,0,0,3.580149067,0,0,0,0,0,6.181991762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.912604516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.814979617,0,0,0,0.510796167,74.43173301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.256962722,0,0,0,0,0,0,0,0.412901646,0,0,0,0,27.44152711,0,0,0,0,0,0,0,0.372365263,0,0,0,0,0,160.2729384
105,Lao PDR,0,0,0,0,0,0,0,0,0,0,0.071112289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290538703,0,0,0,0,0,0,0,16.36657166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043011318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.039642078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.22698483,0,0,0,0,0,61.03786088
106,Latvia,0.00283292,0,0.017939247,0,0,0,0,0.010107254,1.625988275,0,0.485236798,0.541034253,1.225606121,0,0,0,0,33.81244659,1.759099319,0,0,0,0,0,0,0,0.039455905,0,0.120950398,0,0,0,0,0,0.130041893,0,0,0,0,0,1.373630222,0,0,0,0,0,0,0,0,0,0.04184251,0.916671598,0.991337945,0,0,0,0,0.173971149,0,0,0,8.309400704,0,0,0,0.439245973,2.446284897,0,0,0,3.399223454,10.56223048,0,0.011030052,0,0,0,0,0,0,0,0,0,0,1.822130311,0.198124387,0.505873044,0,0.017204028,0,0.420823645,0,0.258106171,0.638586065,0,0.0483849,0,0.516139266,0,0,0,0.073709377,0,0,2.748789433,0,0,0.388436573,0,0,0,0,44.1120717,0.147310841,0,0,0,0,0,0,0,0.01161946,0,0,0,0.037313417,0,3.543615969,0,0.457748337,0,0.033995252,0,0,0,0.033421333,0.135785816,0,0,0,0,0.272841757,0,0.394865622,0,0.091701771,0,0,0,0,0,0,1.698208733,0.070266225,0,0,0.06611026,104.2654518,0,0,0,0,0,0,0.025600176,0,0,0,0,0.104234117,0.006209242,0,0,0,0,0.893673757,0.106611403,0,0,0,0,0,0,0,2.270447854,0.218683841,0.00721279,2.215029577,0,0.116259107,0,0,0,0,0,0.032227467,0,0,0,0,45.20280085,0,0.92007084,1.24239669,0,0,0,0.013067453,0,0,0,0,0,0,284.8187687
107,Lebanon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.422435081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.21995672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410.9815337,0,0,0,0,0,0,0,0,1.561196894,0,0,0,0,0.925246584,0,0,0,0,0,0,0,0,0,0,0,0,1.435461557,0,7.242248327,6.160903217,0,58.89812366,0,0,1.29308636,0,0,0,2.636624456,0,0,0,0,0,0,0.00298759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371007352,0,0,0,0,0,0,0,0,0,0,0,0,0.329496935,2.932401841,0,0,0,0,0,5.124692837,0,0,0,0,0,0.115770032,0,0,0,0,1.70581808,0,0,0,0,0,0,0,0,0,0,0,0,0,13.67179609,0,0,0,0,0.061033741,0,0,0,0,272.3735576,0,0,0,0,0,0,0,0,0.116658855,0,0,0,0,0.126593525,0,0.228485718,1.744730128,0,0,0,0,0,0,257.030085,1.18407308,0,0,1069.896005
108,Lesotho,0,0,0,0,0,0.000239416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010439059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130324393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037986664,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152398468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002543277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002353763,0,0.00014048,0,0,0,0,0,0,0,0,0,0,0.108860236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85413242,0,0,0,0,0,0,0,0,0,0.004430708,0,0,0,0,0.03032984,0,0,0,0,0,0,0,0,0,0,0.051266563,0,0,0,0.138503458,0,0,0,0,0,0,0,0,0.005928486,0,1.529877231
109,Liberia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001131668,0,0,0,0,0,0,0,0,0.363514083,0,0,0,0,0.012807156,0,0,0,0,0,0,0,0,0,0,0,45.35861813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196686223,0,0,0.905018665,0,0.196264427,15.61462935,0,0,0,0,0,3.788664568,0.070799307,0,0,0,0,0,0,2.526427931,0,0,0,0,0,0,0.042140197,0,0,0,0,0,0,0,0,0,0,0,0,0,7.262894998,0,0,0,0,0,0,0,0,0,0,0,0,1.764254139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022630969,0,0,0,0.030761649,72.26226232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.845502174,0,0,1.207603356,0,0,0,0,0,0,0,0,0.122982627,0,0,0,0,0,0,0,0,0.475022778,0.030692469,0,0,0,0,0,0.213045686,0,0,0,0,0,0,0,0,0,0,0.052525452,0.977793069,0,0,0,0,0,0,0,0,0,0,154.3446734
110,Libya,0.023945098,0.222412603,3.506208788,0,0,0,0,0,0.413076807,0,3.070377669,3.987422448,0,0,0,1.832024156,0,0.406707655,12.27666156,0,0,0,0,0,0.318116552,0,0.347603267,0,0,0,0,0,0,0,2.752553412,0,0,0,0,0,16.48368755,0,8.086709301,0.002100205,0,0,0.233533012,0,0,0,0,0,3.568816601,5.349220985,0,0,0,84.02451377,1.661735645,0,0,0,1.245979596,0,0,2.057387748,60.57935664,0,0,0,0,27.60118705,1.620823703,0.808975562,0,0,0,0,0,0.332589732,0,0,0,0,2.521551518,0,18.46183727,23.91391296,0.284487226,26.62772786,0,0,0,21.26135026,0,3.669808567,90.64965858,0.055547305,0.97641662,0,0,1.67153846,0,0.130700868,0,0,0,88.35952322,0,0,0,0,0,0,0,0,0,0,6.64800356,0,0.719821497,0,0,0,0,0,0,0,0,0,0,9.42453454,0,0,0,0,2.454045738,0,0,0,0.439107306,46.14883617,0,0.958129819,2.669728825,6.910493998,0,0,0,0,0,18.22007112,1.085419402,0,0,26.40045076,0.558534126,4.2606971,0,0,0,0,36.54738884,3.907780784,0,0,0.04315095,0,0,0,0,0,0,0.528363398,0,5.845774211,1.248140967,0,0,0,0,1.226427085,0,0,5.909605408,3.510451126,9.994184016,1.912494194,0.438826281,15.28859562,0,0,0,0,7.71401438,0.878830044,0,0,0,0,0.873424485,0,6.20675762,20.03132102,0,0,0,0,0,0,135.9134309,33.72252539,0,0,940.0371485
111,Liechtenstein,0,0,0,0,0,0,0,0,0,0,0,12.36940631,0,0,0,0,0,0,0.35806105,0,0,0,0,0,0.411515701,0,0.135657108,0,0.004139749,0,0,0,0,0,0,0,0,0,0,0,0.420531835,0,0,0,0,0,0,0.371922472,0,0,0,0.084251788,0.120319083,0,0,0,0,0,0,0,0,0.005572921,0,0,0,0.019114939,0.946870541,0,0,0,0,5.876317323,0,0.023050451,0,0,0,0,0,0,0,0,0,0,0.257955005,0.006992878,0,0,0,0,0.010353063,0,0,4.205049524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125660487,0,0.075095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023580833,0,0,0,0,0,0.103803903,0,0,0,0,0,0,0.018133357,0,0,0,0,0,0,0,0,0.03976929,1.549744996,0,0,0,0,0,0,0,0,0,0,0.941464951,0,0,0,0,0.075265958,0.109533942,0,0,0,0,3.094975931,0,0,0,0,0,0,0,0,0.137108009,14.68770534,0,0,0,0,0,0,0,0,0,0.339625669,0,0,0,0,0,0,0.045624083,0,0,0,0,0,0,0,0,0,0,0,46.99417372
112,Lithuania,0.001524275,0.012195947,0.01281846,0,0,0,0,0.042479234,1.459944046,0,0.17150611,0.31921021,0.706087774,0,0,0,0,34.74156229,2.870109414,0,0,0,0,0,0,0,0.119815848,0,0.121102654,0,0,0,0,0,0.067976444,0,0,0,0,0,1.6422121,0,0,0,0,0,0,0,0,0,0.025105506,0.455453184,1.222650132,0,0,0,0,0.194169517,0,0,0,3.108430389,0,0,0,0.239818204,3.712452457,0,0,0,2.12857804,8.407327182,0,0.013698465,0,0,0,0,0,0,0,0,0,0,1.026901615,0.31699902,0.29949352,0,0.019675547,0,0.790086916,0,0.224884584,0.755281996,0,0.104213631,0,0.577815746,0,0,0,0.061820768,0,0,1.758108737,0,36.67387261,0.778012309,0,0,0,0,0,0.564691558,0,0.005323614,0,0,0,0,0,0,0,0,0,0.027801202,0,1.853133662,0,0.294568289,0,0,0,0,0,0,0.132956945,0,0,0,0,0.372093223,0,0.995874327,0,0.106776807,0,0,0,0,0.028757041,0,6.391010118,0.086799454,0,0,0.053067394,61.38626306,0,0,0,0,0,0,0,0,0,0,0,0.086861765,0,0,0,0,0,4.804521301,0,0,0,0,0,0,0,0,1.183531328,0.161135462,0.009406373,1.820933278,0,0.152905502,0,0,0,0,0.049645781,0.055397589,0,0,0,0,22.93628595,0,2.030108733,2.406239181,0.010511345,0,0,0,0.184960824,0,0,0,0,0,213.374956
113,Luxembourg,0,0.307522844,0.132765049,0,0,0.000466419,0,0.025570399,0.015454707,0,0.359927476,4.932237019,0.00059545,0,0,0.079030194,0.00115925,0.030562647,348.2515333,0,0.009230734,0,0,0.007165574,3.221876909,0,0.540897309,0,1.051500975,0.01726314,0.004174262,2.705254642,0.000496913,0.064179425,0.259967614,0,0,0,0,0.011599073,7.550068577,0.062743208,0,0.001270412,0,0.013772447,0.012032936,1.18156781,0,0,0.133141944,5.16565176,11.25715012,0,0.045271936,0.164622086,0.042900996,0.142867558,0,0,0,1.286891437,0.011373906,0,0.00045163,3.144354955,426.0723759,0,0,0,0.026060927,53.34769508,0.043362173,0.583858776,0,0,0,0.062585436,0.007305522,0,0.000719677,0.007466452,0,0,8.441152489,2.387550336,1.150968209,0.041095702,0.214356308,0.007249,1.149300528,0,0.123424196,64.77706119,0.002435339,1.180171101,0.018317603,0.000325273,0.01545553,0,0,0.13597089,0,0,0.012427244,0,1.78288283,0.378076655,0,0.004964783,0,0,1.26667635,0,0,0.188923997,0.027678126,0,0.026896954,0,0.025488913,0.512051801,0,0,0.090490171,0.067982364,0,0.034960092,0,0.004147177,14.5086532,0.709239405,0.001024744,0,0,0.137799616,5.944473692,0,0.014479514,0.002578199,0.038376625,0.196344868,0,0.550700063,0,0.090052871,0,0.014894973,0.000228743,0.002651583,0.238053093,1.125687593,5.219733301,195.6259531,0,0,1.731972795,0.287628167,0.040294297,0,0,0,0,0.211289611,17.2667058,0.007385493,0.001214609,0,0,2.460408233,0.993033243,0,0,0.051676482,0,31.9642538,0.057583862,0,0,0,0,0.000138675,0,0,15.62600626,2.195196855,0.000526508,0,0,1.246066157,0,0.04769936,0,0.000401874,0.469404844,0.085664731,0,0,0,0.034701993,0.259561036,0,5.494842792,2.46143601,0.004197646,0,0,0.012763554,0.404973037,0,0.000832267,0,0,0,1264.305261
114,"Macao SAR, China",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2045.318231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.60083665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.23909225,0,3.6935422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.960985015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2141.812687
115,"Macedonia, FYR",0,18.91812301,0,0,0,0,0,0,0,0,0,0.02164137,0,0,0,0,0,0,0,0,0,0,0,0,8.238761944,0,0,0,1.15463492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.253467659,0,0,0,0.305557199,0,0,0,0,0,7.69945853,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168226652,0,0.071852913,0,0,0,0,0,0,0,0,0,0,0.607602775,0,0,0,0,0,0,0,0,0.123179038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.80663482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159716368,0,0,0,0.022914221,0.126567238,0,0,0,0,0,0,37.7236577,0,0,0,0,0.128555412,0.517436807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.64939369,0,0,0,0,0.063173912,0,0,0,0,0,0,0,0,0,0,0,0,0,116.7605562
116,Madagascar,0,0,2.899281008,0,0,0,0,0,0,0,0,0,0,0,0,0.029738043,0,0,1.444313125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106397913,0,0,0,0,0,15.27510487,0,5.661860416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220976995,0,0,0,0,0,0,0,0,125.2030737,0,0,0,0,1.057424667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.87070382,0,0,0,0,0,0,0.76824821,0,0.1935396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.440592686,0,0,0,0,0,0,0,0,0,0,0,0.073780901,0,0,0,0,0,0,0,0.015482074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.598503143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136566176,0.349359469,0,0,0,0,0.187721331,0,0,0,0,0,174.9633352
117,Malawi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484569626,0,0,0,0,0,0,0,0,0,0,0,0,0.00408536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.772321853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.708380476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.930745796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.324608836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.57709463,0,0,0,0,0,0,0,0,0,0,0,0,0,1.227344737,0,0,0,0,0,0,0,0,0,5.241941739,0,37.27109305
118,Malaysia,0,0,0.076258068,0,0,0,0,0,0,0,14.71606082,0.838603093,0,0,0,209.8129297,0,0,0,0,0,0,0,0,0,0.008457952,0.07333494,0,0,0,0,0,5.84037026,0,0.253187626,0,0,0,0,0,319.801816,0,0,0,0,0,0,0,0,0,0,0.611114399,1.727760418,0,0,0,0,2.031265732,0,0,0,0,0,0,0,0,38.57508546,0,0,0,0.231507072,5.239058577,4.053535293,0,0,0,0,6.636662297,0.018176721,0,0,0,0,0.175099831,0,4.556860909,261.3326337,2147.572433,7.368982509,2.231822925,0.909130722,0,0,1.747197407,0,22.62924552,5.849355002,0,2.153668469,0,0,11.67936972,0,0,0,0,0,0,0.550706884,0,0,0,0,0,0,0,0,0,0,0.044751646,0,0,0,0,0.035618675,0,0,0,0,0,0,0.544828846,0,18.25912096,0,180.7547325,1.215000167,0,3.159809252,0,0,24.72272555,0,0.879737379,0,66.95061925,0,0,0,0,0.23929282,1862.873877,0,0.805994931,0,0,0,1.216579235,0,0,0,0,0.138735666,0,0,0,0,0,0,0,0,0,0,2.561394577,0,0.188573362,14.08711381,0,0,0,0,0.007857235,0,0,0,0.337617157,0.022174509,0,0.49061319,546.2130881,0,0,0,0.029952992,0,0.005030901,0,0,0,5.699075127,0,0,7.018275859,31.29971429,0,0,0,0,111.762706,0,2.007276817,1.736145823,0,0,5964.609725
119,Maldives,0,0,0,0,0,0,0,0,0,0,0.384842978,0.102796508,0,0,0,67.29189446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087679762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173017019,0,0,0,0,0,0,0,0,1.26616756,0,0,0,0,1.005354513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.63977367,0,0,0,0,0,0,1.076195805,0,0.461517507,0,0,0,0,0,0,0,0,0,0,0,0.111491809,0,0,0,0,0,0,0,0,0,0,0.074475445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014050802,0,0,0,0,0,0,0.406615637,0,0,0,0,0,5.195899594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.03433676,0,0,0,0,0,0,0,0.201280838,0.402838654,0,0,0,0.689464226,0,0,0,0,0,0,0,0,0,0,0,0,0.149697539,0.146772321,0,0,0,0,0,0,0,0,0,0,180.9161634
120,Mali,0,0,0.623448507,0,0,0.001381247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224824763,0,0,0,0,0,0,0,0,38.04928454,0,0,0,0.272007617,0,0,0,0,0,0,0.466995741,0,0,0,0,0,24.1748368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.12933566,0,0,0.83780191,0,0,5.784524807,0,0,0,0,0,1.946386532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561997978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.755916971,24.51755329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062983696,0,0,0,0,0,29.07299374,0,0,0.136872786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.598749921,0,0,0,0,0,0,0,0,0,0,0,0.527140027,0,0,0,0,0,0,0,0,0,0,164.7450365
