year,id,wrkstat,wrkslf,wrkgvt,marital,sibs,childs,age,educ,degree,sex,race,polviews,partyid,mobile16,born,income06,rincom06,region,size,vote08_coded,pres08,natspac,natenvir,natheal,natcity,natcrime,natdrug,nateduc,natrace,natarms,nataid,natfare,natroad,natsoc,natmass,natpark,natchld,natsci,natenrgy,eqwlth,spkath,colath,libath,spkrac,colrac,librac,spkcom,colcom,libcom,spkmil,colmil,libmil,spkhomo,colhomo,libhomo,spkmslm,colmslm,libmslm,cappun,gunlaw,courts,grass,relig,fund,attend,reliten,postlife,pray,bible,affrmact,wrkwayup,closeblk,closewht,happy,confinan,conbus,conclerg,coneduc,confed,conlabor,conpress,conmedic,contv,conjudge,consci,conlegis,conarmy,obey,popular,thnkself,workhard,helpoth,union,getahead,abdefect,abnomore,abhlth,abpoor,abrape,absingle,abany,divlaw,premarsx,teensex,xmarsex,homosex,pornlaw,spanking,owngun,news,tvhours,fechld,fepresch,fefam,racdif1,racdif2,racdif3,racdif4,helppoor,helpnot,helpsick,helpblk,intintl,intfarm,inteduc,intsci,intecon,inttech,intmed,intspace,intenvir,intmil,hispanic,uscitzn,ethnic,fucitzn,vetyears,wordsum,hhtype1,dateintv,cohort,zodiac,inthisp,intrace1,intrace2,intrace3,feeused,feelevel,lngthinv,intage,intethn,mode,intsex,intyrs,wtss,social_trust,con_govt,social_connect,abortion,abortion_3,authoritarianism,femrole,reborn_r,savesoul_r,god_r,science_quiz,educ_4,educ_2,kids,age_5,evangelical,intethn_2,closeblk2,closewht2,obey2,fund2,attend3,homosex2,reliten2,affrmact2,racial_liberal3,social_cons3,spend3,mslm_lib,mslm_spk,mslm_col,rincom06_5,egalit_scale,race_2,white_traits,black_traits,int_info_scale,femrole2,tolerance,militarist_tol,egalit_scale3,black,voted08,partyid_3,hispanic_2,wtssall,attend7,egalit_scale4,tolerance4,spanking2,age_3,tvhours5,attend2,pornlaw2,south,divlaw2,age.f,mslm_spk.high,mslm_spk.yes,grass.legal,age2,relig2,dem,science_quiz.f
2012,908,WORKING FULL TIME,SOMEONE ELSE,PRIVATE,Divorced,4,0,40,11th grade,HS,Male,White,NA,IndRep,DIFFERENT STATE,YES,$6 000 TO 6 999,$6 000 TO 6 999,E. NOR. CENTRAL,39,Did not vote,NA,Too much,Too much,Too little,Too much,NA,Too little,Too much,About right,Too much,Too much,Too much,Too little,Too little,Too little,About right,Too little,Too little,Too little,NA,ALLOWED,NOT ALLOWED,NOT REMOVE,ALLOWED,NOT ALLOWED,NOT REMOVE,ALLOWED,FIRED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,Not allowed,Not allowed,Not remove,NA,FAVOR,NA,NA,PROTESTANT,FUNDAMENTALIST,Never,SOMEWHAT STRONG,YES,LT ONCE A WEEK,WORD OF GOD,STRONGLY OPPOSE PREF,AGREE STRONGLY,3,8,NOT TOO HAPPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HARD WORK,NO,NO,NO,NO,NO,NO,NO,MORE DIFFICULT,ALMST ALWAYS WRG,ALWAYS WRONG,ALWAYS WRONG,ALWAYS WRONG,NA,AGREE,NO,LESS THAN ONCE WK,3,AGREE,AGREE,AGREE,NO,NO,NO,YES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT HISPANIC,NA,NA,NA,NONE,5,SINGLE ADULT,608,1972,AQUARIUS,NOT HISPANIC,White,NA,NA,"YES, MONEY",30,70,65,WHITE,IN-PERSON,MALE,6,0.4118981299507,NA,NA,7,0,0-2,NA,4,Yes,Yes,Yes,NA,<HS,0-12 yrs,No,31-40,High,White,Less close,More close,NA,Yes,Low,Yes,Not strong,Oppose,Conserv,Mod,Liberal,Yes,No,No,Low,NA,White,3,-2,NA,Traditional,13,High,NA,No,Did not vote,Ind,No,0.4118981299507,Never/<1yr,NA,MedHigh,Approve,18-40,3,Low,NA,Nonsouth,More difficult,40,0,0,NA,>=31,Protestant,0,NA
2012,909,KEEPING HOUSE,SOMEONE ELSE,PRIVATE,Never married,3,2,27,1 yr coll,HS,Female,White,SlghtCons,Ind,DIFFERENT STATE,YES,NA,NA,E. NOR. CENTRAL,787,Did not vote,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too little,Too much,About right,About right,Too much,Too little,About right,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAVOR,NA,NOT HARSH ENOUGH,LEGAL,NONE,LIBERAL,Never,NO RELIGION,NO,NEVER,BOOK OF FABLES,STRONGLY OPPOSE PREF,AGREE STRONGLY,NA,NA,NOT TOO HAPPY,HARDLY ANY,HARDLY ANY,HARDLY ANY,ONLY SOME,HARDLY ANY,NA,ONLY SOME,A GREAT DEAL,HARDLY ANY,ONLY SOME,A GREAT DEAL,HARDLY ANY,A GREAT DEAL,MOST IMPORTANT,LEAST IMPORTANT,2ND IMPORTANT,3RD IMPORTANT,4TH IMPORTANT,NEITHER BELONGS,NA,NA,NA,NA,NA,NA,NA,NA,EASIER,NOT WRONG AT ALL,ALWAYS WRONG,NA,NA,ILLEGAL UNDER 18,STRONGLY AGREE,NA,FEW TIMES A WEEK,2,STRONGLY DISAGREE,STRONGLY AGREE,AGREE,YES,NO,NO,NO,Agree both,3,Agree both,5,Not at all interested,Not at all interested,Very interested,Very interested,Moderately interested,Moderately interested,Very interested,Not at all interested,Very interested,Not at all interested,NOT HISPANIC,NA,GERMANY,NA,NONE,5,"COHAB COUPLE, NO CHILDREN",430,1985,CANCER,NOT HISPANIC,NA,NA,NA,"YES, MONEY",20,200,50,TWO OR MORE RACE,IN-PERSON,FEMALE,0,0.8237962599014,0,1,0,NA,NA,4,1,No,No,No,NA,Some Coll,13+ yrs,Yes,18-30,Low,NA,NA,NA,More important,No,Low,NA,Not strong,Oppose,Mod,Liberal,Conserv,NA,NA,NA,NA,18,White,-2,-3,10,Traditional,NA,NA,Middle,No,Did not vote,Ind,No,0.8237962599014,Never/<1yr,MedLow,NA,Approve,18-40,2,Low,Not illegal to all,Nonsouth,Same/easier,27,NA,NA,100,<=30,NA,0,NA
2012,910,WORKING FULL TIME,SOMEONE ELSE,GOVERNMENT,Divorced,6,4,35,2 years,HS,Female,White,Liberal,WkDem,"SAME ST, DIF CITY",YES,$35000 TO 39999,$30000 TO 34999,E. NOR. CENTRAL,787,Voted,Obama,About right,Too little,Too little,Too little,Too little,Too little,Too little,About right,About right,About right,Too much,Too little,Too little,Too little,About right,Too little,Too little,Too little,2,NOT ALLOWED,ALLOWED,REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,ALLOWED,FIRED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,Not allowed,Not allowed,Not remove,OPPOSE,FAVOR,ABOUT RIGHT,LEGAL,CATHOLIC,MODERATE,Every wk,STRONG,YES,ONCE A DAY,INSPIRED WORD,NA,NA,9,9,PRETTY HAPPY,ONLY SOME,ONLY SOME,A GREAT DEAL,A GREAT DEAL,ONLY SOME,ONLY SOME,HARDLY ANY,A GREAT DEAL,ONLY SOME,ONLY SOME,A GREAT DEAL,ONLY SOME,A GREAT DEAL,4TH IMPORTANT,LEAST IMPORTANT,MOST IMPORTANT,3RD IMPORTANT,2ND IMPORTANT,NEITHER BELONGS,HARD WORK,NO,NO,NO,NO,NO,NO,NO,NA,NA,NA,ALWAYS WRONG,NOT WRONG AT ALL,ILLEGAL UNDER 18,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,Govt,4,Very interested,Very interested,Very interested,Very interested,Not at all interested,Very interested,Very interested,Very interested,Very interested,Very interested,NOT HISPANIC,NA,IRELAND,NA,NONE,NA,SINGLE PARENT,529,1977,AQUARIUS,NOT HISPANIC,White,NA,NA,"YES, MONEY",50,85,65,WHITE,IN-PERSON,MALE,8,0.4118981299507,1,3,NA,0,0-2,1,NA,Yes,Yes,Yes,5,Some Coll,13+ yrs,Yes,31-40,High,White,More close,More close,Less important,No,High,No,Strong,NA,Conserv,Liberal,Liberal,Yes,No,No,Mid,31,White,NA,NA,18,NA,10,High,More egal,No,Voted,Dem,No,0.4118981299507,Ev wk or more,High,MedLow,NA,18-40,NA,High,Not illegal to all,Nonsouth,NA,35,0,0,100,>=31,Catholic,1,5
2012,911,KEEPING HOUSE,SOMEONE ELSE,PRIVATE,Married,3,2,40,9th grade,<HS,Male,Black,Liberal,IndDem,SAME CITY,YES,$40000 TO 49999,$3 000 TO 3 999,E. NOR. CENTRAL,787,Did not vote,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too little,Too little,About right,Too little,About right,About right,Too little,NA,NOT ALLOWED,NOT ALLOWED,REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,NOT ALLOWED,FIRED,REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,ALLOWED,ALLOWED,REMOVE,Not allowed,Not allowed,Remove,FAVOR,FAVOR,NOT HARSH ENOUGH,NA,NONE,LIBERAL,Never,NO RELIGION,YES,SEVERAL TIMES A WEEK,INSPIRED WORD,STRONGLY OPPOSE PREF,AGREE STRONGLY,9,7,VERY HAPPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HARD WORK,YES,YES,YES,YES,YES,YES,YES,EASIER,ALWAYS WRONG,ALWAYS WRONG,ALWAYS WRONG,ALWAYS WRONG,NA,AGREE,NO,LESS THAN ONCE WK,8,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY AGREE,NO,NO,NO,YES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT HISPANIC,NA,AFRICA,NA,NONE,6,MARRIED COUPLE W CHILDREN,815,1972,TAURUS,NOT HISPANIC,White,NA,NA,"YES, MONEY",75,89,67,WHITE,IN-PERSON,FEMALE,4,1.7479752420003,NA,NA,6,7,6-7,NA,6,Yes,No,Yes,NA,<HS,0-12 yrs,Yes,31-40,Mod,White,More close,More close,NA,No,Low,Yes,Not strong,Oppose,Conserv,Mod,Conserv,No,No,No,Low,NA,Black,6,2,NA,NonTrad,3,Low,NA,Yes,Did not vote,Ind,No,1.7479752420003,Never/<1yr,NA,Low,Approve,18-40,5 or more,Low,NA,Nonsouth,Same/easier,40,0,0,NA,>=31,NA,0,NA
2012,912,WORKING FULL TIME,SOMEONE ELSE,PRIVATE,Never married,2,3,33,3 years,HS,Female,Black,Liberal,StrDem,"SAME ST, DIF CITY",YES,$17500 TO 19999,$10000 TO 12499,E. NOR. CENTRAL,787,Voted,Obama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too much,Too little,Too much,Too little,Too little,Too little,Too little,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAVOR,NA,NOT HARSH ENOUGH,NOT LEGAL,PROTESTANT,LIBERAL,Every wk,STRONG,YES,SEVERAL TIMES A DAY,WORD OF GOD,STRONGLY OPPOSE PREF,AGREE STRONGLY,NA,NA,NOT TOO HAPPY,A GREAT DEAL,A GREAT DEAL,HARDLY ANY,A GREAT DEAL,A GREAT DEAL,A GREAT DEAL,A GREAT DEAL,A GREAT DEAL,A GREAT DEAL,A GREAT DEAL,A GREAT DEAL,A GREAT DEAL,A GREAT DEAL,2ND IMPORTANT,LEAST IMPORTANT,3RD IMPORTANT,MOST IMPORTANT,4TH IMPORTANT,NEITHER BELONGS,NA,NA,NA,NA,NA,NA,NA,NA,EASIER,SOMETIMES WRONG,ALWAYS WRONG,NA,NA,ILLEGAL UNDER 18,AGREE,NA,EVERYDAY,2,STRONGLY AGREE,DISAGREE,DISAGREE,YES,NO,YES,YES,Agree both,3,Govt,1,Not at all interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Moderately interested,Moderately interested,Moderately interested,NOT HISPANIC,NA,AFRICA,NA,NONE,4,SINGLE PARENT,527,1979,AQUARIUS,NOT HISPANIC,White,NA,NA,"YES, MONEY",50,68,65,WHITE,IN-PERSON,MALE,8,0.4118981299507,0,4,0,NA,NA,4,7,Yes,Yes,Yes,7,Some Coll,13+ yrs,Yes,31-40,High,White,NA,NA,More important,No,High,NA,Strong,Oppose,Mod,Mod,Mod,NA,NA,NA,Low,29,Black,2,0,15,NonTrad,NA,NA,More egal,Yes,Voted,Dem,No,0.4118981299507,Ev wk or more,MedHigh,NA,Approve,18-40,2,High,Not illegal to all,Nonsouth,Same/easier,33,NA,NA,0,>=31,Protestant,1,7
2012,913,WORKING FULL TIME,SOMEONE ELSE,PRIVATE,Divorced,4,2,49,4 years,Junior Coll,Female,Other,SlghtLib,StrRep,DIFFERENT STATE,NO,$40000 TO 49999,$40000 TO 49999,E. NOR. CENTRAL,787,Voted,Obama,NA,Too little,Too little,Too little,Too little,About right,Too little,NA,About right,Too much,Too much,About right,Too little,Too little,Too little,Too little,Too little,Too little,1,ALLOWED,ALLOWED,REMOVE,NOT ALLOWED,ALLOWED,REMOVE,NOT ALLOWED,FIRED,REMOVE,NOT ALLOWED,ALLOWED,REMOVE,ALLOWED,ALLOWED,REMOVE,Not allowed,Not allowed,Remove,FAVOR,FAVOR,NA,LEGAL,PROTESTANT,FUNDAMENTALIST,2-3 times /mo,NOT VERY STRONG,YES,SEVERAL TIMES A DAY,WORD OF GOD,NA,NA,7,7,PRETTY HAPPY,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,HARDLY ANY,NA,ONLY SOME,A GREAT DEAL,ONLY SOME,ONLY SOME,A GREAT DEAL,ONLY SOME,ONLY SOME,4TH IMPORTANT,LEAST IMPORTANT,3RD IMPORTANT,MOST IMPORTANT,2ND IMPORTANT,NEITHER BELONGS,HARD WORK,NO,NO,NA,NO,NA,NO,NO,NA,NA,NA,ALWAYS WRONG,ALWAYS WRONG,ILLEGAL UNDER 18,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree both,5,Agree both,5,Very interested,Very interested,Moderately interested,Very interested,Very interested,Moderately interested,Moderately interested,Moderately interested,Very interested,Moderately interested,NOT HISPANIC,A U.S. Citizen,JAPAN,NA,NONE,NA,SINGLE ADULT,527,1963,TAURUS,NOT HISPANIC,White,NA,NA,"YES, MONEY",50,86,65,WHITE,IN-PERSON,MALE,8,0.4118981299507,0,2,NA,NA,NA,3,NA,Yes,Yes,Yes,NA,Coll+,13+ yrs,Yes,41-50,High,White,More close,More close,Less important,Yes,Moderate,Yes,Not strong,NA,Conserv,Conserv,Liberal,No,No,No,MedHigh,29,NA,NA,NA,15,NA,7,Low,More egal,NA,Voted,Rep,No,0.4118981299507,2-3 times/mnth,MedHigh,Low,NA,41-60,NA,High,Not illegal to all,Nonsouth,NA,49,0,0,100,>=31,Protestant,0,NA
2012,914,WORKING FULL TIME,SOMEONE ELSE,PRIVATE,Never married,3,0,30,12th grade,HS,Male,Black,Moderate,WkDem,DIFFERENT STATE,YES,$25000 TO 29999,$25000 TO 29999,E. NOR. CENTRAL,787,Did not vote,NA,About right,Too little,About right,About right,Too little,About right,Too little,About right,Too much,Too much,About right,About right,About right,Too little,About right,Too little,About right,Too little,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OPPOSE,NA,NOT HARSH ENOUGH,LEGAL,NONE,LIBERAL,Once/yr,NO RELIGION,YES,ONCE A WEEK,BOOK OF FABLES,STRONGLY SUPPORT PREF,DISAGREE SOMEWHAT,NA,NA,NOT TOO HAPPY,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,A GREAT DEAL,HARDLY ANY,ONLY SOME,ONLY SOME,HARDLY ANY,ONLY SOME,4TH IMPORTANT,LEAST IMPORTANT,MOST IMPORTANT,3RD IMPORTANT,2ND IMPORTANT,NEITHER BELONGS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT WRONG AT ALL,ALWAYS WRONG,NA,NA,ILLEGAL UNDER 18,DISAGREE,NA,NEVER,5,STRONGLY DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,NO,NO,YES,YES,NA,3,Govt,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT HISPANIC,NA,NA,NA,NONE,5,"OTHER FAM., NO CHILDREN",510,1982,SCORPIO,NOT HISPANIC,NA,White,NA,"YES, MONEY",20,82,50,TWO OR MORE RACE,IN-PERSON,FEMALE,0,0.8237962599014,2,2,3,NA,NA,1,6,Yes,Yes,No,NA,HS,0-12 yrs,No,18-30,High,NA,NA,NA,Less important,No,Low,NA,Not strong,Support,Mod,Liberal,Liberal,NA,NA,NA,Mid,NA,Black,0,0,NA,NonTrad,NA,NA,NA,Yes,Did not vote,Dem,No,0.8237962599014,Once/yr,NA,NA,Disapprove,18-40,5 or more,Low,Not illegal to all,Nonsouth,NA,30,NA,NA,100,<=30,NA,1,NA
2012,915,WORKING PART TIME,SOMEONE ELSE,PRIVATE,Never married,1,0,22,4 years,Bachelor deg,Female,White,SlghtLib,IndDem,"SAME ST, DIF CITY",YES,$12500 TO 14999,$6 000 TO 6 999,E. NOR. CENTRAL,787,Voted,Obama,Too much,Too little,About right,Too much,Too little,Too much,Too little,Too little,Too much,Too much,Too much,Too much,Too little,Too much,Too little,Too little,Too much,Too little,3,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,NOT FIRED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,"Yes, allowed","Yes, allowed",Not remove,FAVOR,FAVOR,NOT HARSH ENOUGH,LEGAL,NONE,LIBERAL,Never,NO RELIGION,YES,LT ONCE A WEEK,BOOK OF FABLES,NA,NA,6,7,PRETTY HAPPY,HARDLY ANY,HARDLY ANY,HARDLY ANY,ONLY SOME,ONLY SOME,A GREAT DEAL,A GREAT DEAL,A GREAT DEAL,ONLY SOME,ONLY SOME,A GREAT DEAL,A GREAT DEAL,A GREAT DEAL,LEAST IMPORTANT,4TH IMPORTANT,MOST IMPORTANT,2ND IMPORTANT,3RD IMPORTANT,NEITHER BELONGS,HARD WORK,YES,YES,YES,YES,YES,YES,YES,NA,NA,NA,ALWAYS WRONG,NOT WRONG AT ALL,ILLEGAL UNDER 18,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,Help selves,5,4,4,Moderately interested,Very interested,Moderately interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Moderately interested,NOT HISPANIC,NA,GERMANY,NA,NONE,NA,"OTHER FAM., NO CHILDREN",625,1990,GEMINI,NOT HISPANIC,White,NA,NA,"YES, MONEY",75,66,67,WHITE,IN-PERSON,FEMALE,4,1.7479752420003,0,4,NA,7,6-7,0,NA,No,No,No,7,Coll+,13+ yrs,No,18-30,Low,White,More close,More close,Less important,No,Low,No,Not strong,NA,Mod,Liberal,Liberal,Yes,Yes,Yes,Low,9,White,NA,NA,17,NA,14,High,Less egal,No,Voted,Ind,No,1.7479752420003,Never/<1yr,Low,MedHigh,NA,18-40,NA,Low,Not illegal to all,Nonsouth,NA,22,1,100,100,<=30,NA,0,7
2012,916,SCHOOL,SOMEONE ELSE,PRIVATE,Never married,0,0,21,2 years,HS,Female,White,Conserv,WkRep,"SAME ST, DIF CITY",YES,$3 000 TO 3 999,UNDER $1 000,E. NOR. CENTRAL,787,NA,NA,About right,About right,Too little,About right,Too little,About right,Too little,Too little,About right,Too little,About right,Too little,Too little,About right,About right,About right,About right,Too little,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OPPOSE,NA,NOT HARSH ENOUGH,NOT LEGAL,CATHOLIC,MODERATE,Once/mo,STRONG,YES,ONCE A DAY,INSPIRED WORD,OPPOSE PREF,AGREE SOMEWHAT,NA,NA,VERY HAPPY,ONLY SOME,ONLY SOME,A GREAT DEAL,ONLY SOME,ONLY SOME,ONLY SOME,HARDLY ANY,A GREAT DEAL,ONLY SOME,A GREAT DEAL,A GREAT DEAL,ONLY SOME,A GREAT DEAL,4TH IMPORTANT,LEAST IMPORTANT,MOST IMPORTANT,2ND IMPORTANT,3RD IMPORTANT,NEITHER BELONGS,NA,NA,NA,NA,NA,NA,NA,NA,MORE DIFFICULT,SOMETIMES WRONG,ALWAYS WRONG,NA,NA,ILLEGAL UNDER 18,AGREE,NA,ONCE A WEEK,2,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,YES,NO,YES,YES,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT HISPANIC,NA,GERMANY,NA,NONE,6,"UNSURE, NO CHILDREN",504,1991,AQUARIUS,NOT HISPANIC,NA,White,NA,"YES, MONEY",30,65,50,TWO OR MORE RACE,IN-PERSON,FEMALE,0,2.4713887797041,2,4,7,NA,NA,1,9,No,No,Yes,NA,Some Coll,13+ yrs,No,18-30,Low,NA,NA,NA,Less important,No,Moderate,NA,Strong,Oppose,Liberal,Liberal,Liberal,NA,NA,NA,Low,8,White,3,2,NA,NonTrad,NA,NA,Less egal,No,NA,Rep,No,2.4713887797041,Once/mnth,Low,NA,Approve,18-40,2,High,Not illegal to all,Nonsouth,More difficult,21,NA,NA,0,<=30,Catholic,0,NA
2012,917,WORKING PART TIME,SOMEONE ELSE,GOVERNMENT,Never married,3,0,21,2 years,HS,Female,White,Moderate,WkRep,"SAME ST, DIF CITY",YES,$1 000 TO 2 999,NA,E. NOR. CENTRAL,787,NA,NA,About right,Too little,About right,About right,Too little,Too little,Too much,Too little,Too much,Too much,Too much,Too little,Too little,About right,About right,Too little,Too little,Too little,NA,ALLOWED,NOT ALLOWED,NOT REMOVE,ALLOWED,NOT ALLOWED,NOT REMOVE,NOT ALLOWED,NOT FIRED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,"Yes, allowed","Yes, allowed",Not remove,FAVOR,FAVOR,NOT HARSH ENOUGH,NA,CATHOLIC,MODERATE,Every wk,STRONG,YES,ONCE A WEEK,INSPIRED WORD,STRONGLY OPPOSE PREF,AGREE STRONGLY,4,9,PRETTY HAPPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HARD WORK,NO,NO,YES,NO,NO,NO,NO,EASIER,SOMETIMES WRONG,ALMST ALWAYS WRG,ALWAYS WRONG,NOT WRONG AT ALL,NA,STRONGLY AGREE,YES,FEW TIMES A WEEK,3,STRONGLY AGREE,DISAGREE,STRONGLY DISAGREE,YES,NO,YES,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT HISPANIC,NA,GERMANY,NA,NONE,5,"OTHER FAM., NO CHILDREN",410,1991,SCORPIO,NOT HISPANIC,NA,White,NA,NO,NA,83,50,TWO OR MORE RACE,IN-PERSON,FEMALE,0,1.235694389852,NA,NA,12,1,0-2,NA,8,No,Yes,No,NA,Some Coll,13+ yrs,No,18-30,Mod,NA,Less close,More close,NA,No,High,No,Strong,Oppose,Liberal,Mod,Liberal,Yes,Yes,Yes,NA,NA,White,-2,0,NA,NonTrad,11,High,NA,No,NA,Rep,No,1.235694389852,Ev wk or more,NA,MedLow,Approve,18-40,3,High,NA,Nonsouth,Same/easier,21,1,100,NA,<=30,Catholic,0,NA
2012,918,SCHOOL,NA,NA,Never married,2,0,23,4 years,HS,Male,White,SlghtLib,WkDem,"SAME ST, DIF CITY",YES,$150000 OR OVER,NA,E. NOR. CENTRAL,787,Voted,Obama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too little,About right,About right,Too little,About right,Too little,About right,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAVOR,NA,NOT HARSH ENOUGH,NA,CATHOLIC,MODERATE,Once/mo,STRONG,YES,SEVERAL TIMES A DAY,INSPIRED WORD,OPPOSE PREF,AGREE STRONGLY,NA,NA,PRETTY HAPPY,HARDLY ANY,ONLY SOME,A GREAT DEAL,ONLY SOME,ONLY SOME,A GREAT DEAL,HARDLY ANY,A GREAT DEAL,A GREAT DEAL,ONLY SOME,A GREAT DEAL,HARDLY ANY,ONLY SOME,4TH IMPORTANT,LEAST IMPORTANT,3RD IMPORTANT,2ND IMPORTANT,MOST IMPORTANT,NEITHER BELONGS,NA,NA,NA,NA,NA,NA,NA,NA,STAY SAME,NOT WRONG AT ALL,ALWAYS WRONG,NA,NA,ILLEGAL UNDER 18,STRONGLY AGREE,NA,LESS THAN ONCE WK,0,AGREE,DISAGREE,STRONGLY AGREE,YES,NO,NO,YES,Agree both,4,2,5,Not at all interested,Very interested,Not at all interested,Moderately interested,Moderately interested,Very interested,Moderately interested,Moderately interested,Moderately interested,Not at all interested,NOT HISPANIC,NA,NA,NA,NONE,6,"OTHER FAM., NO CHILDREN",327,1989,TAURUS,NOT HISPANIC,NA,White,NA,NO,NA,73,50,TWO OR MORE RACE,IN-PERSON,FEMALE,0,1.235694389852,1,2,10,NA,NA,3,4,No,Yes,Yes,6,Coll+,13+ yrs,No,18-30,Mod,NA,NA,NA,Less important,No,Moderate,NA,Strong,Oppose,Mod,Liberal,Conserv,NA,NA,NA,NA,26,White,2,1,9,Traditional,NA,NA,Middle,No,Voted,Dem,No,1.235694389852,Once/mnth,MedHigh,NA,Approve,18-40,0-1,High,Not illegal to all,Nonsouth,Same/easier,23,NA,NA,NA,<=30,Catholic,1,6
2012,919,RETIRED,SOMEONE ELSE,PRIVATE,Married,9,3,67,12th grade,HS,Male,White,Conserv,StrRep,"SAME ST, DIF CITY",YES,$40000 TO 49999,NA,E. NOR. CENTRAL,1,Voted,McCain,Too little,Too much,About right,About right,About right,Too little,Too much,Too much,About right,About right,About right,About right,About right,Too little,Too much,Too much,Too little,About right,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAVOR,NA,NOT HARSH ENOUGH,NA,PROTESTANT,LIBERAL,Never,NOT VERY STRONG,NA,NEVER,WORD OF GOD,STRONGLY OPPOSE PREF,AGREE STRONGLY,NA,NA,PRETTY HAPPY,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,HARDLY ANY,HARDLY ANY,HARDLY ANY,A GREAT DEAL,ONLY SOME,ONLY SOME,A GREAT DEAL,HARDLY ANY,A GREAT DEAL,3RD IMPORTANT,4TH IMPORTANT,LEAST IMPORTANT,MOST IMPORTANT,2ND IMPORTANT,NEITHER BELONGS,NA,NA,NA,NA,NA,NA,NA,NA,MORE DIFFICULT,ALWAYS WRONG,ALWAYS WRONG,NA,NA,ILLEGAL UNDER 18,AGREE,NA,EVERYDAY,2,STRONGLY DISAGREE,AGREE,AGREE,NO,NO,NO,YES,Help selves,5,Help selves,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT HISPANIC,NA,NA,NA,NONE,5,"MARRIED COUPLE, NO CHILDREN",511,1945,CAPRICORN,NOT HISPANIC,White,NA,NA,NO,NA,120,68,WHITE,IN-PERSON,FEMALE,3,0.8237962599014,3,1,8,NA,NA,5,2,No,No,No,NA,HS,0-12 yrs,Yes,60-,Low,White,NA,NA,Less important,No,Low,NA,Not strong,Oppose,Conserv,Liberal,Conserv,NA,NA,NA,NA,1,White,3,-3,NA,Traditional,NA,NA,Less egal,No,Voted,Rep,No,0.8237962599014,Never/<1yr,Low,NA,Approve,61+,2,Low,Not illegal to all,Nonsouth,More difficult,67,NA,NA,NA,>=31,Protestant,0,NA
