,year,id,wrkstat,wrkslf,wrkgvt,marital,sibs,childs,age,educ,degree,sex,race,polviews,partyid,mobile16,born,income06,rincom06,region,size,vote08_coded,pres08,natspac,natenvir,natheal,natcity,natcrime,natdrug,nateduc,natrace,natarms,nataid,natfare,natroad,natsoc,natmass,natpark,natchld,natsci,natenrgy,eqwlth,spkath,colath,libath,spkrac,colrac,librac,spkcom,colcom,libcom,spkmil,colmil,libmil,spkhomo,colhomo,libhomo,spkmslm,colmslm,libmslm,cappun,gunlaw,courts,grass,relig,fund,attend,reliten,postlife,pray,bible,affrmact,wrkwayup,closeblk,closewht,happy,confinan,conbus,conclerg,coneduc,confed,conlabor,conpress,conmedic,contv,conjudge,consci,conlegis,conarmy,obey,popular,thnkself,workhard,helpoth,union,getahead,abdefect,abnomore,abhlth,abpoor,abrape,absingle,abany,divlaw,premarsx,teensex,xmarsex,homosex,pornlaw,spanking,owngun,news,tvhours,fechld,fepresch,fefam,racdif1,racdif2,racdif3,racdif4,helppoor,helpnot,helpsick,helpblk,intintl,intfarm,inteduc,intsci,intecon,inttech,intmed,intspace,intenvir,intmil,hispanic,uscitzn,ethnic,fucitzn,vetyears,wordsum,hhtype1,dateintv,cohort,zodiac,inthisp,intrace1,intrace2,intrace3,feeused,feelevel,lngthinv,intage,intethn,mode,intsex,intyrs,wtss,social_trust,con_govt,social_connect,abortion,abortion_3,authoritarianism,femrole,reborn_r,savesoul_r,god_r,science_quiz,educ_4,educ_2,kids,age_5,evangelical,intethn_2,closeblk2,closewht2,obey2,fund2,attend3,homosex2,reliten2,affrmact2,racial_liberal3,social_cons3,spend3,mslm_lib,mslm_spk,mslm_col,rincom06_5,egalit_scale,race_2,white_traits,black_traits,int_info_scale,femrole2,tolerance,militarist_tol,egalit_scale3,black,voted08,partyid_3,hispanic_2,wtssall,attend7,egalit_scale4,tolerance4,spanking2,age_3,tvhours5,attend2,pornlaw2,south,divlaw2,age.f,mslm_spk.high,mslm_spk.yes,grass.legal,age2,relig2,dem,science_quiz.f
1136,2012,1137.0,WORKING FULL TIME,SOMEONE ELSE,GOVERNMENT,Married,4.0,2.0,27.0,2 years,Junior Coll,Female,White,,WkRep,SAME CITY,YES,$60000 TO 74999,$40000 TO 49999,SOUTH ATLANTIC,7,Voted,Obama,,,,,,,,,,,,Too little,Too little,Too much,About right,Too much,About right,About right,4.0,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,NOT ALLOWED,,,ALLOWED,,,ALLOWED,ALLOWED,REMOVE,Not allowed,Not allowed,Not remove,FAVOR,FAVOR,NOT HARSH ENOUGH,LEGAL,PROTESTANT,FUNDAMENTALIST,Once/mo,NOT VERY STRONG,,ONCE A DAY,INSPIRED WORD,,,5.0,9.0,VERY HAPPY,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,HARDLY ANY,ONLY SOME,HARDLY ANY,HARDLY ANY,ONLY SOME,HARDLY ANY,ONLY SOME,MOST IMPORTANT,LEAST IMPORTANT,3RD IMPORTANT,2ND IMPORTANT,4TH IMPORTANT,NEITHER BELONGS,HARD WORK,YES,YES,YES,YES,YES,YES,YES,,,,ALWAYS WRONG,ALWAYS WRONG,ILLEGAL UNDER 18,,YES,,,,,,,,,,Help selves,5.0,Help selves,3.0,Not at all interested,Moderately interested,Very interested,Not at all interested,Not at all interested,Moderately interested,Very interested,Moderately interested,Moderately interested,Moderately interested,NOT HISPANIC,,OTHER CANADA,,NONE,,MARRIED COUPLE W CHILDREN,712,1985.0,GEMINI,NOT HISPANIC,Black or African,,,"YES, MONEY",75.0,200,65,BLACK,IN-PERSON,FEMALE,7,1.7479752420003,0.0,1.0,,7.0,6-7,5.0,,Yes,Yes,Yes,,Some Coll,13+ yrs,Yes,18-30,High,Black,Less close,More close,More important,Yes,Moderate,Yes,Not strong,,Conserv,Mod,Conserv,Yes,No,No,MedHigh,6.0,White,,,9.0,,,,Less egal,No,Voted,Rep,No,1.7479752420003,Once/mnth,Low,,,18-40,,High,Not illegal to all,South,,27.0,0.0,0.0,100.0,<=30,Protestant,0.0,
1137,2012,1138.0,KEEPING HOUSE,SOMEONE ELSE,PRIVATE,Married,3.0,2.0,43.0,4 years,Bachelor deg,Female,White,SlghtCons,WkDem,DIFFERENT STATE,YES,$150000 OR OVER,,SOUTH ATLANTIC,7,Voted,Obama,Too much,Too little,Too little,Too little,Too little,Too little,Too little,Too little,About right,About right,About right,About right,About right,Too little,About right,Too little,About right,Too little,5.0,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,NOT ALLOWED,NOT REMOVE,ALLOWED,NOT FIRED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,"Yes, allowed",Not allowed,Not remove,OPPOSE,FAVOR,NOT HARSH ENOUGH,NOT LEGAL,PROTESTANT,LIBERAL,Every wk,STRONG,YES,ONCE A DAY,WORD OF GOD,,,7.0,9.0,VERY HAPPY,ONLY SOME,ONLY SOME,A GREAT DEAL,ONLY SOME,ONLY SOME,ONLY SOME,A GREAT DEAL,A GREAT DEAL,HARDLY ANY,A GREAT DEAL,ONLY SOME,HARDLY ANY,A GREAT DEAL,2ND IMPORTANT,LEAST IMPORTANT,4TH IMPORTANT,3RD IMPORTANT,MOST IMPORTANT,NEITHER BELONGS,HARD WORK,YES,YES,YES,YES,YES,YES,YES,,,,ALWAYS WRONG,NOT WRONG AT ALL,ILLEGAL TO ALL,,NO,,,,,,,,,,4,3.0,4,4.0,Very interested,Very interested,Moderately interested,Moderately interested,Very interested,Moderately interested,Moderately interested,Not at all interested,Very interested,Very interested,NOT HISPANIC,,ITALY,,NONE,,MARRIED COUPLE W CHILDREN,504,1969.0,LEO,NOT HISPANIC,Black or African,American Indian,,NO,,85,50,BLACK,IN-PERSON,MALE,0,0.8237962599014,2.0,3.0,,7.0,6-7,5.0,,Yes,Yes,Yes,9.0,Coll+,13+ yrs,Yes,41-50,High,Black,More close,More close,More important,No,High,No,Strong,,Mod,Mod,Liberal,Yes,Yes,No,,8.0,White,,,14.0,,13.0,High,Less egal,No,Voted,Dem,No,0.8237962599014,Ev wk or more,Low,MedHigh,,41-60,,High,Illegal to all,South,,43.0,1.0,100.0,0.0,>=31,Protestant,1.0,9.0
1138,2012,1139.0,RETIRED,SOMEONE ELSE,PRIVATE,Widowed,7.0,2.0,82.0,10th grade,<HS,Female,White,Moderate,StrRep,"SAME ST, DIF CITY",YES,$7 000 TO 7 999,,SOUTH ATLANTIC,7,Did not vote,,Too much,Too little,Too little,Too little,Too little,About right,Too little,About right,Too little,Too little,About right,About right,Too little,About right,Too little,Too much,About right,About right,1.0,,,,,,,,,,,,,,,,,,,OPPOSE,,TOO HARSH,NOT LEGAL,PROTESTANT,FUNDAMENTALIST,>Once/wk,STRONG,NO,ONCE A DAY,WORD OF GOD,OPPOSE PREF,NEITHER AGREE NOR DISAGREE,,,PRETTY HAPPY,HARDLY ANY,HARDLY ANY,A GREAT DEAL,A GREAT DEAL,ONLY SOME,HARDLY ANY,HARDLY ANY,HARDLY ANY,A GREAT DEAL,ONLY SOME,HARDLY ANY,ONLY SOME,ONLY SOME,2ND IMPORTANT,LEAST IMPORTANT,3RD IMPORTANT,4TH IMPORTANT,MOST IMPORTANT,NEITHER BELONGS,,,,,,,,,MORE DIFFICULT,ALWAYS WRONG,ALWAYS WRONG,,,ILLEGAL TO ALL,AGREE,,FEW TIMES A WEEK,10.0,DISAGREE,DISAGREE,STRONGLY AGREE,NO,NO,NO,NO,Agree both,3.0,Agree both,3.0,,,,,,,,,,,NOT HISPANIC,,,,NONE,6.0,SINGLE ADULT,521,1930.0,ARIES,NOT HISPANIC,Black or African,,,"YES, MONEY",20.0,56,65,BLACK,IN-PERSON,FEMALE,7,0.4118981299507,0.0,3.0,9.0,,,4.0,3.0,Yes,No,Yes,,<HS,0-12 yrs,Yes,60-,Mod,Black,,,More important,Yes,High,,Strong,Oppose,Conserv,Mod,Liberal,,,,,29.0,White,0.0,0.0,,Traditional,,,More egal,No,Did not vote,Rep,No,0.4118981299507,Ev wk or more,MedHigh,,Approve,61+,5 or more,High,Illegal to all,South,More difficult,82.0,,,0.0,>=31,Protestant,0.0,
1139,2012,1140.0,WORKING FULL TIME,SOMEONE ELSE,PRIVATE,Married,7.0,3.0,53.0,12th grade,HS,Female,Black,Moderate,StrDem,SAME CITY,YES,$50000 TO 59999,$25000 TO 29999,SOUTH ATLANTIC,7,Voted,Obama,,,,,,,,,,,,About right,Too little,About right,Too little,Too little,About right,About right,2.0,NOT ALLOWED,NOT ALLOWED,REMOVE,NOT ALLOWED,NOT ALLOWED,NOT REMOVE,NOT ALLOWED,FIRED,REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,Not allowed,Not allowed,Remove,OPPOSE,FAVOR,ABOUT RIGHT,LEGAL,PROTESTANT,FUNDAMENTALIST,>Once/wk,STRONG,NO,SEVERAL TIMES A DAY,WORD OF GOD,,,6.0,6.0,VERY HAPPY,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,3RD IMPORTANT,LEAST IMPORTANT,2ND IMPORTANT,MOST IMPORTANT,4TH IMPORTANT,NEITHER BELONGS,HARD WORK,NO,NO,NO,NO,NO,NO,NO,,,,ALWAYS WRONG,ALWAYS WRONG,ILLEGAL TO ALL,,NO,,,,,,,,,,Agree both,4.0,Agree both,3.0,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,NOT HISPANIC,,AFRICA,,NONE,,"MARRIED COUPLE, NO CHILDREN",413,1959.0,SCORPIO,NOT HISPANIC,Black or African,,,"YES, MONEY",20.0,80,65,BLACK,IN-PERSON,FEMALE,7,0.8237962599014,1.0,3.0,,0.0,0-2,3.0,,Yes,Yes,Yes,,HS,0-12 yrs,Yes,51-60,High,Black,More close,More close,Less important,Yes,High,Yes,Strong,,Conserv,Conserv,Mod,No,No,No,Mid,26.0,Black,,,10.0,,2.0,Low,Middle,Yes,Voted,Dem,No,0.8237962599014,Ev wk or more,MedHigh,Low,,41-60,,High,Illegal to all,South,,53.0,0.0,0.0,100.0,>=31,Protestant,1.0,
1140,2012,1141.0,WORKING FULL TIME,SOMEONE ELSE,GOVERNMENT,Married,3.0,2.0,39.0,3 years,Junior Coll,Female,Black,Moderate,Ind,"SAME ST, DIF CITY",YES,$50000 TO 59999,$25000 TO 29999,SOUTH ATLANTIC,7,Voted,Obama,About right,About right,Too little,About right,About right,About right,Too little,Too little,Too little,Too much,Too much,About right,About right,About right,About right,Too little,About right,About right,,ALLOWED,ALLOWED,REMOVE,ALLOWED,NOT ALLOWED,REMOVE,ALLOWED,FIRED,REMOVE,ALLOWED,ALLOWED,REMOVE,ALLOWED,ALLOWED,NOT REMOVE,"Yes, allowed",Not allowed,Not remove,OPPOSE,FAVOR,ABOUT RIGHT,,PROTESTANT,FUNDAMENTALIST,Once/mo,NOT VERY STRONG,YES,SEVERAL TIMES A DAY,WORD OF GOD,SUPPORT PREF,AGREE SOMEWHAT,9.0,9.0,PRETTY HAPPY,,,,,,,,,,,,,,,,,,,,HARD WORK,YES,NO,YES,NO,NO,NO,NO,MORE DIFFICULT,SOMETIMES WRONG,ALWAYS WRONG,SOMETIMES WRONG,SOMETIMES WRONG,,AGREE,NO,ONCE A WEEK,1.0,AGREE,DISAGREE,DISAGREE,NO,NO,NO,NO,,,,,,,,,,,,,,,NOT HISPANIC,,AFRICA,,2 TO 4 YEARS,7.0,MARRIED COUPLE W CHILDREN,522,1973.0,ARIES,NOT HISPANIC,Black or African,,,"YES, MONEY",20.0,89,65,BLACK,IN-PERSON,FEMALE,7,0.8237962599014,,,6.0,2.0,0-2,,6.0,Yes,Yes,Yes,,Some Coll,13+ yrs,Yes,31-40,High,Black,More close,More close,,Yes,Moderate,No,Not strong,Support,Liberal,Liberal,Liberal,Yes,Yes,No,Mid,,Black,0.0,0.0,,NonTrad,10.0,Middle,,Yes,Voted,Ind,No,0.8237962599014,Once/mnth,,MedLow,Approve,18-40,0-1,High,,South,More difficult,39.0,1.0,100.0,,>=31,Protestant,0.0,
1141,2012,1142.0,WORKING FULL TIME,SOMEONE ELSE,GOVERNMENT,Married,3.0,3.0,51.0,6 years,Bachelor deg,Female,White,Conserv,WkRep,DIFFERENT STATE,YES,$60000 TO 74999,$40000 TO 49999,SOUTH ATLANTIC,3,Voted,McCain,Too little,Too much,Too much,Too much,Too much,Too much,Too much,Too much,About right,Too much,Too much,About right,About right,About right,About right,Too much,About right,About right,7.0,,,,,,,,,,,,,,,,,,,OPPOSE,,ABOUT RIGHT,NOT LEGAL,CATHOLIC,MODERATE,Every wk,STRONG,YES,ONCE A DAY,INSPIRED WORD,OPPOSE PREF,AGREE STRONGLY,,,VERY HAPPY,HARDLY ANY,,ONLY SOME,HARDLY ANY,HARDLY ANY,HARDLY ANY,HARDLY ANY,ONLY SOME,HARDLY ANY,ONLY SOME,ONLY SOME,ONLY SOME,A GREAT DEAL,4TH IMPORTANT,LEAST IMPORTANT,MOST IMPORTANT,3RD IMPORTANT,2ND IMPORTANT,NEITHER BELONGS,,,,,,,,,MORE DIFFICULT,ALWAYS WRONG,ALWAYS WRONG,,,ILLEGAL TO ALL,AGREE,,NEVER,7.0,DISAGREE,AGREE,AGREE,NO,NO,NO,NO,Help selves,5.0,Help selves,5.0,,,,,,,,,,,NOT HISPANIC,,ITALY,,NONE,9.0,"MARRIED COUPLE, NO CHILDREN",621,1961.0,TAURUS,NOT HISPANIC,Black or African,,,"YES, MONEY",75.0,177,65,BLACK,IN-PERSON,FEMALE,7,1.7479752420003,2.0,2.0,4.0,,,1.0,3.0,Yes,Yes,Yes,,Coll+,13+ yrs,Yes,51-60,High,Black,,,Less important,No,High,,Strong,Oppose,Conserv,Mod,Conserv,,,,MedHigh,1.0,White,3.0,-2.0,,Traditional,,,Less egal,No,Voted,Rep,No,1.7479752420003,Ev wk or more,Low,,Approve,41-60,5 or more,High,Illegal to all,South,More difficult,51.0,,,0.0,>=31,Catholic,0.0,
1142,2012,1143.0,,SOMEONE ELSE,PRIVATE,Married,4.0,2.0,63.0,10th grade,<HS,Female,White,Moderate,WkDem,SAME CITY,YES,$20000 TO 22499,,SOUTH ATLANTIC,3,Voted,McCain,Too much,Too much,Too much,About right,Too little,About right,Too little,Too much,Too little,Too much,Too little,Too little,Too little,About right,About right,Too little,Too much,Too little,1.0,,,,,,,,,,,,,,,,,,,OPPOSE,,NOT HARSH ENOUGH,NOT LEGAL,PROTESTANT,FUNDAMENTALIST,Every wk,NOT VERY STRONG,YES,ONCE A DAY,WORD OF GOD,OPPOSE PREF,AGREE SOMEWHAT,,,VERY HAPPY,HARDLY ANY,ONLY SOME,A GREAT DEAL,ONLY SOME,HARDLY ANY,ONLY SOME,HARDLY ANY,A GREAT DEAL,A GREAT DEAL,HARDLY ANY,HARDLY ANY,HARDLY ANY,A GREAT DEAL,3RD IMPORTANT,LEAST IMPORTANT,MOST IMPORTANT,2ND IMPORTANT,4TH IMPORTANT,NEITHER BELONGS,,,,,,,,,EASIER,ALWAYS WRONG,ALWAYS WRONG,,,ILLEGAL TO ALL,AGREE,,EVERYDAY,10.0,AGREE,DISAGREE,DISAGREE,NO,NO,YES,NO,Agree both,3.0,Agree both,3.0,,,,,,,,,,,NOT HISPANIC,,IRELAND,,NONE,5.0,"MARRIED COUPLE, NO CHILDREN",413,1949.0,CAPRICORN,NOT HISPANIC,Black or African,,,"YES, MONEY",20.0,91,65,BLACK,IN-PERSON,FEMALE,7,0.8237962599014,0.0,1.0,4.0,,,2.0,6.0,Yes,Yes,Yes,,<HS,0-12 yrs,Yes,60-,High,Black,,,Less important,Yes,High,,Not strong,Oppose,Conserv,Mod,Liberal,,,,,29.0,White,4.0,1.0,,NonTrad,,,More egal,No,Voted,Dem,No,0.8237962599014,Ev wk or more,MedHigh,,Approve,61+,5 or more,High,Illegal to all,South,Same/easier,63.0,,,0.0,>=31,Protestant,1.0,
1143,2012,1144.0,WORKING FULL TIME,SOMEONE ELSE,GOVERNMENT,Married,1.0,2.0,43.0,4 years,Bachelor deg,Female,White,SlghtCons,WkRep,SAME CITY,YES,$90000 TO $109999,$40000 TO 49999,SOUTH ATLANTIC,3,Voted,McCain,,,,,,,,,,,,About right,Too little,,About right,Too little,About right,Too little,6.0,,,,,,,,,,,,,,,,,,,,,NOT HARSH ENOUGH,NOT LEGAL,PROTESTANT,FUNDAMENTALIST,>Once/wk,STRONG,YES,SEVERAL TIMES A DAY,WORD OF GOD,OPPOSE PREF,NEITHER AGREE NOR DISAGREE,,,PRETTY HAPPY,ONLY SOME,ONLY SOME,ONLY SOME,HARDLY ANY,ONLY SOME,ONLY SOME,HARDLY ANY,ONLY SOME,HARDLY ANY,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,4TH IMPORTANT,LEAST IMPORTANT,3RD IMPORTANT,2ND IMPORTANT,MOST IMPORTANT,NEITHER BELONGS,,,,,,,,,MORE DIFFICULT,ALWAYS WRONG,ALWAYS WRONG,,,ILLEGAL TO ALL,AGREE,,FEW TIMES A WEEK,2.0,STRONGLY AGREE,DISAGREE,STRONGLY DISAGREE,NO,NO,NO,NO,4,4.0,4,4.0,Not at all interested,Not at all interested,Moderately interested,Moderately interested,Not at all interested,Not at all interested,Moderately interested,Not at all interested,Moderately interested,Not at all interested,NOT HISPANIC,,,,NONE,8.0,MARRIED COUPLE W CHILDREN,421,1969.0,VIRGO,NOT HISPANIC,Black or African,,,"YES, MONEY",20.0,199,65,BLACK,IN-PERSON,FEMALE,7,0.8237962599014,0.0,3.0,3.0,,,3.0,8.0,Yes,Yes,Yes,,Coll+,13+ yrs,Yes,41-50,High,Black,,,Less important,Yes,High,,Strong,Oppose,Conserv,Mod,Mod,,,,MedHigh,5.0,White,0.0,0.0,4.0,NonTrad,,,Less egal,No,Voted,Rep,No,0.8237962599014,Ev wk or more,Low,,Approve,41-60,2,High,Illegal to all,South,More difficult,43.0,,,0.0,>=31,Protestant,0.0,
1144,2012,1145.0,WORKING FULL TIME,SOMEONE ELSE,PRIVATE,Never married,4.0,2.0,38.0,1 yr coll,HS,Female,Black,Moderate,WkRep,SAME CITY,YES,$25000 TO 29999,$25000 TO 29999,SOUTH ATLANTIC,3,Voted,Obama,,,,,,,,,,,,About right,Too little,Too little,Too little,Too little,About right,About right,,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,REMOVE,NOT ALLOWED,FIRED,REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,Not allowed,Not allowed,Remove,FAVOR,FAVOR,ABOUT RIGHT,,PROTESTANT,FUNDAMENTALIST,Nrly evry wk,SOMEWHAT STRONG,YES,ONCE A DAY,WORD OF GOD,STRONGLY SUPPORT PREF,DISAGREE STRONGLY,9.0,6.0,VERY HAPPY,,,,,,,,,,,,,,,,,,,,HARD WORK,NO,NO,YES,NO,,NO,NO,STAY SAME,SOMETIMES WRONG,ALWAYS WRONG,ALWAYS WRONG,ALWAYS WRONG,,STRONGLY AGREE,NO,FEW TIMES A WEEK,1.0,DISAGREE,STRONGLY DISAGREE,AGREE,YES,NO,NO,NO,,,,,,,,,,,,,,,NOT HISPANIC,,AFRICA,,NONE,5.0,OTHER FAMILY W CHILDREN,409,1974.0,LIBRA,NOT HISPANIC,Black or African,,,"YES, MONEY",20.0,111,65,BLACK,IN-PERSON,FEMALE,7,0.8237962599014,,,3.0,,,,5.0,Yes,Yes,Yes,,Some Coll,13+ yrs,Yes,31-40,High,Black,More close,More close,,Yes,High,Yes,Not strong,Support,Liberal,Conserv,Mod,No,No,No,Mid,,Black,-1.0,1.0,,Traditional,6.0,Low,,Yes,Voted,Rep,No,0.8237962599014,Nrly ev wk,,Low,Approve,18-40,0-1,High,,South,Same/easier,38.0,0.0,0.0,,>=31,Protestant,0.0,
1145,2012,1146.0,KEEPING HOUSE,SOMEONE ELSE,PRIVATE,Married,0.0,3.0,41.0,11th grade,<HS,Female,White,Moderate,IndDem,DIFFERENT STATE,YES,UNDER $1 000,,SOUTH ATLANTIC,3,Did not vote,,Too much,Too little,Too little,About right,Too little,Too little,Too little,Too little,Too little,About right,Too little,Too much,Too little,About right,Too little,About right,About right,About right,1.0,ALLOWED,NOT ALLOWED,REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,NOT ALLOWED,FIRED,REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,ALLOWED,ALLOWED,REMOVE,Not allowed,Not allowed,Remove,FAVOR,FAVOR,NOT HARSH ENOUGH,NOT LEGAL,PROTESTANT,FUNDAMENTALIST,Every wk,STRONG,NO,ONCE A DAY,WORD OF GOD,,,5.0,5.0,PRETTY HAPPY,HARDLY ANY,ONLY SOME,ONLY SOME,ONLY SOME,A GREAT DEAL,ONLY SOME,ONLY SOME,HARDLY ANY,ONLY SOME,,A GREAT DEAL,,A GREAT DEAL,3RD IMPORTANT,LEAST IMPORTANT,4TH IMPORTANT,MOST IMPORTANT,2ND IMPORTANT,NEITHER BELONGS,HARD WORK,YES,NO,YES,NO,YES,NO,NO,,,,ALWAYS WRONG,ALWAYS WRONG,ILLEGAL TO ALL,,YES,,,,,,,,,,Govt,2.0,Govt,3.0,Not at all interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,NOT HISPANIC,,IRELAND,,NONE,,MARRIED COUPLE W CHILDREN,413,1971.0,AQUARIUS,NOT HISPANIC,Black or African,,,"YES, MONEY",20.0,78,65,BLACK,IN-PERSON,FEMALE,7,0.8237962599014,1.0,,,3.0,3-5,4.0,,Yes,Yes,Yes,4.0,<HS,0-12 yrs,Yes,41-50,High,Black,Less close,Less close,Less important,Yes,High,Yes,Strong,,Mod,Conserv,Liberal,No,No,No,,35.0,White,,,9.0,,4.0,Low,More egal,No,Did not vote,Ind,No,0.8237962599014,Ev wk or more,High,Low,,41-60,,High,Illegal to all,South,,41.0,0.0,0.0,0.0,>=31,Protestant,0.0,4.0
1146,2012,1147.0,RETIRED,SOMEONE ELSE,GOVERNMENT,Separated,0.0,8.0,68.0,4 years,Bachelor deg,Female,Black,ExtrmLib,StrDem,DIFFERENT STATE,YES,$6 000 TO 6 999,,SOUTH ATLANTIC,36,Voted,Obama,About right,About right,About right,Too little,Too little,Too little,Too little,About right,About right,About right,Too little,Too little,About right,Too little,Too little,Too little,Too much,Too much,,NOT ALLOWED,NOT ALLOWED,REMOVE,NOT ALLOWED,ALLOWED,NOT REMOVE,NOT ALLOWED,NOT FIRED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,Not allowed,Not allowed,Remove,OPPOSE,OPPOSE,NOT HARSH ENOUGH,,PROTESTANT,FUNDAMENTALIST,Every wk,STRONG,YES,SEVERAL TIMES A DAY,WORD OF GOD,STRONGLY SUPPORT PREF,AGREE STRONGLY,9.0,5.0,PRETTY HAPPY,,,,,,,,,,,,,,,,,,,,HARD WORK,YES,NO,YES,YES,NO,NO,NO,MORE DIFFICULT,SOMETIMES WRONG,SOMETIMES WRONG,ALWAYS WRONG,ALWAYS WRONG,,STRONGLY AGREE,NO,FEW TIMES A WEEK,2.0,AGREE,DISAGREE,DISAGREE,NO,NO,NO,NO,,,,,,,,,,,,,,,NOT HISPANIC,,,,NONE,2.0,SINGLE ADULT,426,1944.0,SCORPIO,NOT HISPANIC,Black or African,American Indian,,"YES, MONEY",20.0,150,50,BLACK,IN-PERSON,MALE,0,0.4118981299507,,,4.0,3.0,3-5,,6.0,Yes,Yes,Yes,,Coll+,13+ yrs,Yes,60-,High,Black,More close,Less close,,Yes,High,Yes,Strong,Support,Mod,Mod,Liberal,No,No,No,,,Black,-1.0,2.0,,NonTrad,9.0,High,,Yes,Voted,Dem,No,0.4118981299507,Ev wk or more,,MedLow,Approve,61+,2,High,,South,More difficult,68.0,0.0,0.0,,>=31,Protestant,1.0,
1147,2012,1148.0,WORKING FULL TIME,SOMEONE ELSE,PRIVATE,Never married,3.0,0.0,23.0,1 yr coll,HS,Female,White,Conserv,WkRep,SAME CITY,YES,$25000 TO 29999,$12500 TO 14999,SOUTH ATLANTIC,36,Voted,McCain,,,,,,,,,,,,About right,Too little,About right,About right,Too little,Too little,Too little,3.0,,,,,,,,,,,,,,,,,,,OPPOSE,,NOT HARSH ENOUGH,NOT LEGAL,CATHOLIC,MODERATE,Every wk,STRONG,YES,ONCE A DAY,INSPIRED WORD,STRONGLY OPPOSE PREF,AGREE STRONGLY,,,VERY HAPPY,ONLY SOME,A GREAT DEAL,ONLY SOME,A GREAT DEAL,ONLY SOME,ONLY SOME,HARDLY ANY,A GREAT DEAL,ONLY SOME,ONLY SOME,A GREAT DEAL,ONLY SOME,A GREAT DEAL,4TH IMPORTANT,LEAST IMPORTANT,3RD IMPORTANT,MOST IMPORTANT,2ND IMPORTANT,NEITHER BELONGS,,,,,,,,,STAY SAME,NOT WRONG AT ALL,ALMST ALWAYS WRG,,,ILLEGAL UNDER 18,DISAGREE,,FEW TIMES A WEEK,5.0,AGREE,DISAGREE,DISAGREE,YES,NO,YES,NO,Agree both,4.0,Govt,3.0,Not at all interested,Moderately interested,Very interested,Not at all interested,Very interested,Moderately interested,Very interested,Moderately interested,Very interested,Very interested,NOT HISPANIC,,GERMANY,,NONE,7.0,"OTHER FAM., NO CHILDREN",609,1989.0,PISCES,NOT HISPANIC,Black or African,,,"YES, MONEY",45.0,82,65,BLACK,IN-PERSON,FEMALE,7,2.6219628630005,2.0,3.0,8.0,,,3.0,6.0,Yes,Yes,Yes,9.0,Some Coll,13+ yrs,No,18-30,High,Black,,,Less important,No,High,,Strong,Oppose,Mod,Liberal,Mod,,,,MedLow,22.0,White,2.0,1.0,13.0,NonTrad,,,Middle,No,Voted,Rep,No,2.6219628630005,Ev wk or more,MedHigh,,Disapprove,18-40,5 or more,High,Not illegal to all,South,Same/easier,23.0,,,0.0,<=30,Catholic,0.0,9.0
